name,Region,Country,Vintage,Producer,Wine Variety,Grape Variety,Price ($),Average Rating,ABV,Log Price,Age
Bodegas Piedemonte Cuatro Tierras 2017,Navarra,Spain,2017,Bodegas Piedemonte,Sparkling,Unknown,9.02,3.8,,2.199444334074532,7
Lafou El Sender 2018,Terra Alta,Spain,2018,Lafou,Red,Unknown,11.44,4.1,,2.437115985951652,6
Monte Da Cacada Syrah 2015,Alentejano,Portugal,2015,Monte Da Cacada,Red,Syrah,10.58,4.0,,2.3589654264301534,9
Menage A Trois Red 2009,California,United States,2009,Menage A Trois,Red,Unknown,9.99,3.7,,2.3015845926604626,15
Costa Di Bussia Tenuta Arnulfo Barbera Dalba 2017,Barbera Dalba,Italy,2017,Costa Di Bussia Tenuta Arnulfo,Rose,Barbera,11.31,3.8,,2.425687290128029,7
Avancia Cuvee Mosteiro Mencia 2013,Valdeorras,Spain,2013,Avancia,White,Mencia,12.97,3.6,,2.562638998328352,11
Orma Toscana 2013,Toscana,Italy,2013,Orma,Sparkling,Unknown,135.76,4.2,,4.910888620925971,11
Era Montepulciano Dabruzzo 2019,Montepulciano Dabruzzo,Italy,2019,Era,Red,Montepulciano,11.95,3.6,,2.48073127837752,5
Loveblock Pinot Noir 2020,Other,New Zealand,2020,Loveblock,Red,Pinot Noir,22.98,3.8,,3.1346242724206097,4
Domaine Santa Duc Gigondas Aux Lieuxdits 2015,Gigondas,France,2015,Domaine Santa Duc,Red,Gigondas,29.0,3.9,,3.367295829986474,9
Carmen Syrah 2017,Central Valley,Chile,2017,Carmen,White,Syrah,7.32,3.6,,1.9906103279732204,7
Braida Ai Suma Barbera Dasti 2016,Barbera Dasti,Italy,2016,Braida,White,Barbera,74.48,4.4,,4.3105306329688124,8
Tangley Oaks Cabernet Sauvignon North Coast 2013,North Coast,United States,2013,Tangley Oaks,Red,Cabernet Sauvignon,18.24,3.9,,2.903616984646185,11
Camigliano Rosso Di Montalcino 2019,Rosso Di Montalcino,Italy,2019,Camigliano,Red,Unknown,19.99,3.6,,2.9952321485123083,5
Siro Pacenti Vecchie Vigne Brunello Di Montalcino 2011,Brunello Di Montalcino,Italy,2011,Siro Pacenti,Rose,Unknown,72.99,4.2,,4.2903224454635405,13
Gutierrez De La Vega Ulises Tinto 2016,Alicante,Spain,2016,Gutierrez De La Vega,Red,Unknown,10.86,3.6,,2.385086314505789,8
Arzuaga La Planta 2018,Ribera Del Duero,Spain,2018,Arzuaga,Red,Unknown,10.31,3.7,,2.3331142980288684,6
Winzervereinigung Freyburgunstrut Dornfelder Halbtrocken 2017,Other,Germany,2017,Winzervereinigung Freyburgunstrut,White,Unknown,8.91,3.5,,2.187174241482718,7
Famille Perrin Gigondas La Gille 2017,Gigondas,France,2017,Famille Perrin,Rose,Gigondas,24.85,4.0,,3.212857752542638,7
Catena Cabernet Sauvignon 2015,Mendoza,Argentina,2015,Catena,White,Cabernet Sauvignon,14.7,4.0,,2.6878474937846906,9
Bibi Graetz Testamatta 20Th Anniversary Label 2019,Other,Italy,2019,Bibi Graetz,Red,Sangiovese,82.14,4.8,14.0,4.408425108528413,5
Rudolf Furst Tradition Spatburgunder 2017,Other,Germany,2017,Rudolf Furst,Red,Unknown,18.34,3.8,,2.9090844668283187,7
Chateau De Nages Jt Rouge Costieres De Nimes 2010,Costieresdenimes,France,2010,Chateau De Nages,Rose,Unknown,50.77,3.6,,3.927305628959304,14
Hidalgo Albert 1270 A Vuit Red 2013,Priorat,Spain,2013,Hidalgo Albert,Rose,Unknown,31.74,3.7,,3.457577715098263,11
Chateau Montrose Saintestephe Grand Cru Classe 2010,Saintestephe,France,2010,Chateau Montrose,White,Rose,302.71,4.4,,5.712775251491246,14
Ramos Pinto Duas Quintas Tinto 2017,Douro,Portugal,2017,Ramos Pinto,Sparkling,Unknown,11.53,3.9,,2.444952334280968,7
Elouan Pinot Noir 2018,Oregon,United States,2018,Elouan,Red,Pinot Noir,18.99,3.9,,2.9439125248241944,6
Conte Dattimis Maniago Schioppettino 2015,Colli Orientali Del Friuli,Italy,2015,Conte Dattimis Maniago,Rose,Unknown,17.25,3.5,,2.847812143477369,9
Mezzacorona Pinot Noir Dolomiti 2017,Vigneti Delle Dolomiti,Italy,2017,Mezzacorona,Red,Pinot Noir,17.0,3.5,,2.833213344056216,7
Masi Grandarella Appassimento Delle Venezie 2010,Delle Venezie,Italy,2010,Masi,Red,Unknown,21.65,3.7,,3.075005454448499,14
Chateau De Saint Cosme Gigondas Hominis Fides 2009,Gigondas,France,2009,Chateau De Saint Cosme,White,Gigondas,54.2,4.2,,3.992680908445601,15
Farnese Baccaro Nero Davola 2018,Sicilia,Italy,2018,Farnese,White,Nero Davola,6.29,3.6,,1.8389610707123487,6
Chateau Quinault Lenclos Saintemilion Grand Cru Grand Cru Classe 2006,Saintemilion Grand Cru,France,2006,Chateau Quinault Lenclos,White,Unknown,39.01,3.9,,3.663818023518565,18
Chateau Roc De Levraut Bordeaux Superieur 2019,Bordeaux Superieur,France,2019,Chateau Roc De Levraut,Red,Unknown,9.99,3.9,,2.3015845926604626,5
Domaine Bousquet Reserve Cabernet Sauvignon 2017,Tupungato,Argentina,2017,Domaine Bousquet,Red,Cabernet Sauvignon,18.99,3.8,,2.9439125248241944,7
Ziereisen Gestad 2015,Baden,Germany,2015,Ziereisen,Sparkling,Unknown,24.86,4.1,,3.213260086082565,9
Vega Sicilia Unico 2010,Ribera Del Duero,Spain,2010,Vega Sicilia,Sparkling,Unknown,347.2,4.7,,5.8499009827861945,14
Ceretto Barbaresco Bernardot 2014,Barbaresco,Italy,2014,Ceretto,Rose,Unknown,96.56,4.1,,4.570164576789276,10
Arboleda Cabernet Sauvignon 2016,Aconcagua Valley,Chile,2016,Arboleda,Red,Cabernet Sauvignon,16.82,3.9,,2.822568654544802,8
Ziereisen Blauer Spatburgunder 2013,Baden,Germany,2013,Ziereisen,Sparkling,Unknown,12.27,3.4,,2.5071572587228204,11
Lenotti Amarone Della Valpolicella Classico Di Carlo 2010,Amarone Della Valpolicella Classico,Italy,2010,Lenotti,Rose,Unknown,42.25,4.4,,3.743604353803183,14
Castello Di Gabbiano Chianti Classico Riserva 2016,Chianti Classico,Italy,2016,Castello Di Gabbiano,Sparkling,Chianti,19.3,3.6,,2.96010509591084,8
Chateau Hautbrion Le Clarence De Haut Brion Pessacleognan Chateau Bahans Hautbrion 2005,Pessacleognan,France,2005,Chateau Hautbrion,White,Unknown,130.14,4.3,,4.8686107940668375,19
Tassi Brunello Di Montalcino 2010,Brunello Di Montalcino,Italy,2010,Tassi,Sparkling,Unknown,48.36,4.3,,3.878673025746592,14
Santa Julia Organica Cabernet Sauvignon 2020,Mendoza,Argentina,2020,Santa Julia,Red,Cabernet Sauvignon,11.99,3.3,,2.484072969039423,4
Faiveley Nuitssaintgeorges 1Er Cru Aux Vignerondes 2012,Nuitssaintgeorges,France,2012,Faiveley,Sparkling,Unknown,69.33,3.9,,4.238877712954399,12
Fattoria La Parrina Parrina Sangiovese 2017,Other,Italy,2017,Fattoria La Parrina,Sparkling,Sangiovese,12.16,3.4,,2.4981518765380213,7
Virna Noi Barolo 2015,Barolo,Italy,2015,Virna,Rose,Barolo,33.88,4.2,,3.522824869783854,9
Conceito Legitimo 2016,Douro,Portugal,2016,Conceito,Rose,Unknown,14.0,3.7,,2.6390573296152584,8
Chateau De La Commanderie Lalandedepomerol 2016,Lalandedepomerol,France,2016,Chateau De La Commanderie,White,Pomerol,26.05,4.0,,3.260017768199376,8
Kendalljackson Jackson Estate Outland Ridge Pinot Noir 2014,Other,United States,2014,Kendalljackson,Red,Pinot Noir,24.97,4.2,,3.217675104291682,10
Feudi Di San Gregorio Serpico 2013,Irpinia,Italy,2013,Feudi Di San Gregorio,Rose,Unknown,56.96,3.9,,4.04234926710372,11
Sumarroca Terral 2016,Panades,Spain,2016,Sumarroca,Red,Unknown,11.76,3.5,,2.464703942470481,8
Chateau Belairmonange Annonce Saintemilion Grand Cru 2014,Saintemilion Grand Cru,France,2014,Chateau Belairmonange,Rose,Unknown,58.17,4.1,,4.06336975792267,10
Knobloch Spatburgunder Trocken 2018,Rheinhessen,Germany,2018,Knobloch,Sparkling,Unknown,8.46,3.8,,2.135349173618132,6
14 Hands Hot To Trot Smooth Red Blend 2011,Columbia Valley,United States,2011,14 Hands,Red,Red Blend,10.99,3.7,,2.3969857684155302,13
Folie A Deux Dry Creek Valley Zinfandel 2017,Dry Creek Valley,United States,2017,Folie A Deux,Red,Zinfandel,19.99,4.1,,2.9952321485123083,7
Luberri Biga De Luberri Crianza 2016,Rioja,Spain,2016,Luberri,Red,Unknown,24.99,3.8,,3.2184757448468613,8
Wente Beyer Ranch Zinfandel 2015,Livermore Valley,United States,2015,Wente,Rose,Zinfandel,11.62,3.9,,2.452727751423765,9
Menhir Pietra Primitivo Susumaniello 2015,Salento,Italy,2015,Menhir,White,Primitivo,29.36,4.0,,3.379633203746315,9
Hacienda Monasterio Cosecha 2016,Ribera Del Duero,Spain,2016,Hacienda Monasterio,White,Unknown,37.55,4.4,,3.625673378210144,8
Domaine De La Cote Memorious Pinot Noir 2016,Sta Rita Hills,United States,2016,Domaine De La Cote,Red,Pinot Noir,58.59,4.0,,4.070564033556697,8
Matsu El Viejo 2017,Toro,Spain,2017,Matsu,Sparkling,Unknown,30.71,4.1,,3.4245883344527317,7
Societa Agricola Fay Sandro Fay Costa Bassa Valtellina Superiore 2015,Valtellina Superiore,Italy,2015,Societa Agricola Fay,Red,Unknown,23.99,3.6,,3.177637076851603,9
Clau De Nell Cabernet Franc 2013,Other,France,2013,Clau De Nell,Red,Cabernet Franc,26.91,3.4,,3.292497964738814,11
Jeanmarc Despres Domaine De La Madone Beaujolais Le Perreon 2018,Beaujolais,France,2018,Jeanmarc Despres,Sparkling,Unknown,9.41,3.7,,2.2417729535972883,6
Chateau Leoville Barton Saintjulien Grand Cru Classe 2007,Saintjulien,France,2007,Chateau Leoville Barton,Red,Unknown,82.46,4.1,,4.4123133272787545,17
Herdade Penedo Gordo Tapada De Villar Tinto 2018,Alentejo,Portugal,2018,Herdade Penedo Gordo,Sparkling,Unknown,10.17,3.6,,2.3194422100604686,6
Tresmano Tr3Smano Vendimia 2016,Ribera Del Duero,Spain,2016,Tresmano Tr3Smano,Red,Unknown,48.82,4.3,,3.888140064964814,8
Azienda Agricola Accornero Giulin 2016,Other,Italy,2016,Azienda Agricola Accornero,Rose,Unknown,14.0,4.0,,2.6390573296152584,8
Bodegas Piqueras El Abuelo Seleccion Edicion Limitada 2013,Almansa,Spain,2013,Bodegas Piqueras,White,Unknown,11.88,4.2,,2.4748563139344992,11
Chateau Clerc Milon Pauillac Grand Cru Classe 2016,Pauillac,France,2016,Chateau Clerc Milon,Red,Unknown,105.08,4.0,,4.654721964817339,8
Montrubi Gaintus Radical Sumoll 2018,Panades,Spain,2018,Montrubi,Red,Unknown,14.22,3.2,,2.6546494243750947,6
Peter Zemmer Lagrein Riserva Furggl 2016,Trentinoalto Adige,Italy,2016,Peter Zemmer,Red,Lagrein,21.05,3.9,,3.0469005601283903,8
Chateau Couperoses Cuvee Vignals 2015,Minervois,France,2015,Chateau Couperoses,Red,Rose,18.44,3.8,,2.914522218128448,9
Francis Ford Coppola Winery Diamond Collection Merlot 2018,California,United States,2018,Francis Ford Coppola Winery,Red,Merlot,16.99,3.7,,2.8326249356838407,6
San Pedro Gato Negro Cabernet Sauvignon Merlot 2018,Central Valley,Chile,2018,San Pedro,Red,Cabernet Sauvignon,8.99,3.4,,2.196112848483529,6
Bruno Giacosa Falletto Barolo 2015,Barolo,Italy,2015,Bruno Giacosa,Rose,Barolo,188.39,4.3,,5.238514282177283,9
Rioja Vega Reserva 2014,Rioja,Spain,2014,Rioja Vega,Rose,Rioja,12.42,3.7,,2.519308076505333,10
M Chapoutier Cornas Les Arenes 2016,Other,France,2016,M Chapoutier,Red,Unknown,49.14,4.0,,3.894673367093033,8
Domaine Francois Lumpp Givry 1Er Cru A Vigne Rouge 2016,Other,France,2016,Domaine Francois Lumpp,Red,Unknown,41.12,4.1,,3.71649462114691,8
Domaines Bunan Moulin Des Costes Bandol Rouge 2015,Bandol,France,2015,Domaines Bunan,Rose,Unknown,27.02,3.9,,3.2965773325320527,9
Diemersfontein Chocolate Shiraz 2017,Wellington,South Africa,2017,Diemersfontein,Sparkling,Shiraz,10.8,3.9,,2.379546134130174,7
Rb Rare Blends Extremely Rare Black Blend 2012,California,United States,2012,Rb Rare Blends,Red,Blend,10.99,3.8,,2.3969857684155302,12
E Pira Figli Via Nuova Barolo 2015,Barolo,Italy,2015,E Pira Figli,White,Barolo,75.38,4.0,,4.322541987838989,9
Chateau La Coudraie Bordeaux 2016,Bordeaux,France,2016,Chateau La Coudraie,Red,Unknown,8.67,3.5,,2.1598687907924505,8
Chateau De Bonhoste Bordeaux Superieur 2017,Bordeaux Superieur,France,2017,Chateau De Bonhoste,Red,Unknown,11.98,4.1,,2.4832385926873037,7
Ramon Bilbao Rioja Vinedos De Altura 2018,Rioja,Spain,2018,Ramon Bilbao,Red,Unknown,12.43,4.0,,2.52011290552262,6
Arius Pinot Noir 2019,Other,United States,2019,Arius,Red,Pinot Noir,14.99,3.8,,2.7073833121145063,5
Lagarde Guarda Malbec 2017,Lujan De Cuyo,Argentina,2017,Lagarde,Red,Malbec,28.99,3.9,,3.366950942933564,7
Marques De Grinon Emeritvs Emeritus 2011,Dominio De Valdepusa,Spain,2011,Marques De Grinon,Sparkling,Unknown,73.78,4.2,,4.3010876921685295,13
Hand In Hand Meyernakel Klumpp Spatburgunder 2017,Ahr,Germany,2017,Hand In Hand Meyernakel Klumpp,Sparkling,Unknown,13.56,3.9,,2.6071242825122494,7
Kanonkop Paul Sauer 2016,Stellenbosch,South Africa,2016,Kanonkop,Sparkling,Unknown,48.61,4.4,,3.883829271057364,8
Adega Ponte Da Boga Mencia 2019,Ribeira Sacra,Spain,2019,Adega Ponte Da Boga,Red,Mencia,10.02,3.3,,2.304583095656719,5
Rocca Delle Macie Sergio Zingarelli Chianti Classico Gran Selezione 2013,Chianti Classico,Italy,2013,Rocca Delle Macie,Sparkling,Chianti,63.35,4.0,,4.148674906767148,11
Donnafugata Sherazade Nero Davola 2018,Terre Siciliane,Italy,2018,Donnafugata,Rose,Nero Davola,9.71,3.8,,2.273156282303234,6
Chateau Haut Condissas Prestige Medoc 1999,Medoc,France,1999,Chateau Haut Condissas,Red,Unknown,58.27,4.0,,4.065087381154982,25
Conundrum Anniversary 10 Th Red Blend 2019,California,United States,2019,Conundrum,Red,Red Blend,28.0,3.9,,3.332204510175204,5
Penfolds Maxs Shiraz Cabernet 2018,South Australia,Australia,2018,Penfolds,Red,Shiraz,19.99,3.9,,2.9952321485123083,6
Petra Hebo Suvereto 2018,Toscana,Italy,2018,Petra,Rose,Unknown,16.17,4.0,,2.783157673589016,6
Anderra Carmenere 2017,Central Valley,Chile,2017,Anderra,Rose,Carmenere,7.89,3.4,,2.065596134857783,7
Bodegas Aragonesas Crucillon 2018,Campo De Borja,Spain,2018,Bodegas Aragonesas,Sparkling,Unknown,4.67,3.3,,1.541159071680806,6
Domaine De La Clapiere Jardin De Jules 2016,Pays Doc,France,2016,Domaine De La Clapiere,Rose,Unknown,10.42,3.6,,2.343727036325221,8
Gouguenheim Flores Del Valle Red Melosa Valle Escondido 2014,Tupungato,Argentina,2014,Gouguenheim,Red,Unknown,23.99,4.1,,3.177637076851603,10
Chateau De Caraguilhes Corbieres 2019,Corbieres,France,2019,Chateau De Caraguilhes,White,Unknown,11.56,3.5,,2.4475508632442318,5
Veramonte Cabernet Sauvignon 2013,Colchagua Valley,Chile,2013,Veramonte,Red,Cabernet Sauvignon,11.25,3.2,,2.4203681286504293,11
Thomas Henry Zinfandel 2016,California,United States,2016,Thomas Henry,Red,Zinfandel,18.0,3.9,,2.8903717578961645,8
Darenberg The Dead Arm Shiraz 2014,Mclaren Vale,Australia,2014,Darenberg,Sparkling,Shiraz,47.54,4.1,,3.861571461932048,10
Clos Du Val Pinot Noir 2015,Los Carneros,United States,2015,Clos Du Val,Red,Pinot Noir,26.61,4.0,,3.281287084989598,9
Les Jamelles Selection Speciale Grenache Syrah Mourvedre 2017,Pays Doc,France,2017,Les Jamelles,Rose,Grenache,14.51,3.8,,2.6748380668960965,7
Orowines Comoloco Monastrell 2019,Jumilla,Spain,2019,Orowines,Red,Monastrell,8.99,3.6,,2.196112848483529,5
Caparzo Brunello Di Montalcino Riserva 2009,Brunello Di Montalcino,Italy,2009,Caparzo,Sparkling,Unknown,52.1,4.3,,3.9531649487593215,15
Chateau Latourmartillac Pessacleognan Grand Cru Classe De Graves 2016,Pessacleognan,France,2016,Chateau Latourmartillac,Red,Unknown,69.19,4.0,,4.23685634351072,8
Wild Rock Marlborough Pinot Noir 2016,Marlborough,New Zealand,2016,Wild Rock,Red,Pinot Noir,24.41,3.7,,3.1949928844048685,8
Cloudy Bay Pinot Noir 2017,Marlborough,New Zealand,2017,Cloudy Bay,Red,Pinot Noir,36.49,3.9,,3.597038250448356,7
La Spinetta Langhe Nebbiolo 2012,Langhe,Italy,2012,La Spinetta,Red,Nebbiolo,27.49,3.8,,3.3138223021771545,12
Bibbiano Montornello Chianti Classico Riserva 2016,Chianti Classico,Italy,2016,Bibbiano,Sparkling,Chianti,21.59,3.7,,3.072230244526716,8
Paul Mas Chai Mas Rouge 2017,Pays Doc,France,2017,Paul Mas,Rose,Unknown,7.8,3.6,,2.054123733695546,7
Canyon Road Merlot 2018,California,United States,2018,Canyon Road,Red,Merlot,5.99,3.6,,1.790091412127358,6
Lan Crianza Rioja 2015,Rioja,Spain,2015,Lan,White,Rioja,13.56,3.8,,2.6071242825122494,9
Volver Tarima Hill Old Vines Monastrell 2016,Alicante,Spain,2016,Volver,Rose,Monastrell,15.95,3.9,,2.769458829230853,8
Cap Andritxol Sa Talaia Negre 2016,Mallorca,Spain,2016,Cap Andritxol,Rose,Unknown,19.56,3.8,,2.973486664606671,8
Villa Di Vetrice Chianti Rufina Riserva 2015,Chianti Rufina,Italy,2015,Villa Di Vetrice,Red,Chianti,20.51,3.7,,3.0209125720842893,9
Foradori Granato 2017,Vigneti Delle Dolomiti,Italy,2017,Foradori,Red,Unknown,49.74,3.8,,3.9068094383752583,7
Corte Giara Merlot Corvina 2016,Veneto,Italy,2016,Corte Giara,Red,Merlot,7.0,3.4,,1.9459101490553128,8
Varvaglione Salice Salentino 2015,Salice Salentino,Italy,2015,Varvaglione,White,Unknown,12.48,4.0,,2.524127362941281,9
Famille Perrin Vinsobres Les Cornuds 2016,Other,France,2016,Famille Perrin,Rose,Unknown,11.88,3.8,,2.4748563139344992,8
Schola Sarmenti Cubardi Primitivo 2017,Salento,Italy,2017,Schola Sarmenti,Red,Primitivo,15.57,4.4,,2.745345985845907,7
Osborne Solaz Shiraz Tempranillo 2018,Castilla,Spain,2018,Osborne,White,Tempranillo,6.3,3.6,,1.8405496333974871,6
Zabu Il Passo Verde Nero Davola 2019,Terre Siciliane,Italy,2019,Zabu,White,Nero Davola,10.26,3.7,,2.3282528397426234,5
Poggio Al Tesoro Dedicato A Walter Bolgheri Superiore 2006,Bolgheri Superiore,Italy,2006,Poggio Al Tesoro,Rose,Unknown,97.54,4.2,,4.5802625502819065,18
Finca La Celia Don Mendoza Reserve Malbec 2017,Uco Valley,Argentina,2017,Finca La Celia,White,Malbec,12.64,3.4,,2.5368663887187117,7
Chateau La Coustarelle Grande Cuvee Prestige Cahors 2012,Cahors,France,2012,Chateau La Coustarelle,Rose,Unknown,12.59,3.7,,2.532902848056256,12
Arrayan La Suerte De Arrayan Garnacha 2014,Other,Spain,2014,Arrayan,Rose,Garnacha,14.0,3.7,,2.6390573296152584,10
Brassfield Eruption 2017,Other,United States,2017,Brassfield,Red,Unknown,18.99,3.8,,2.9439125248241944,7
Arrowood Sonoma Estates Cabernet Sauvignon 2016,Sonoma County,United States,2016,Arrowood,Red,Cabernet Sauvignon,27.0,3.9,,3.295836866004329,8
Darenberg The Dead Arm Shiraz 2016,Mclaren Vale,Australia,2016,Darenberg,Sparkling,Shiraz,42.31,4.0,,3.745023464731976,8
Alamos Cabernet Sauvignon 2020,Mendoza,Argentina,2020,Alamos,Red,Cabernet Sauvignon,8.67,3.6,,2.1598687907924505,4
Montedidio San Domino 2018,Puglia,Italy,2018,Montedidio,Rose,Unknown,7.35,3.9,,1.9947003132247452,6
Woodbridge By Robert Mondavi Merlot 2014,California,United States,2014,Woodbridge By Robert Mondavi,Red,Merlot,8.99,3.2,,2.196112848483529,10
Cantina Di Custoza Bardolino 2018,Bardolino,Italy,2018,Cantina Di Custoza,Rose,Bardolino,5.97,3.5,,1.786746927404511,6
Yellow Tail Shiraz Cabernet 2008,South Eastern Australia,Australia,2008,Yellow Tail,Red,Shiraz,7.99,3.3,,2.0781907597781832,16
Paul Achs Zweigelt Alte Reben 2018,Burgenland,Austria,2018,Paul Achs,Sparkling,Zweigelt,15.37,3.7,,2.7324175575505043,6
Bibi Graetz Casamatta Toscana Rosso 2018,Toscana,Italy,2018,Bibi Graetz,Red,Unknown,11.99,3.5,,2.484072969039423,6
Chateau Pradeaux Bandol 2000,Bandol,France,2000,Chateau Pradeaux,Sparkling,Unknown,40.09,3.8,,3.691126926654416,24
Chateau Gloria Saintjulien 2005,Saintjulien,France,2005,Chateau Gloria,Sparkling,Unknown,71.55,4.1,,4.27039650600246,19
Ramey Claret 2017,North Coast,United States,2017,Ramey,Red,Bordeaux Red Blends,35.31,3.9,14.5,3.564166209940295,7
Robert Mondavi Cabernet Sauvignon 2017,Napa Valley,United States,2017,Robert Mondavi,Red,Cabernet Sauvignon,35.44,4.1,,3.56784112573688,7
Losada La Bienquerida 2013,Bierzo,Spain,2013,Losada,White,Unknown,39.03,4.1,,3.664330581192524,11
Prunotto Barbaresco 2017,Barbaresco,Italy,2017,Prunotto,Rose,Unknown,29.18,3.8,,3.37348354309464,7
Santa Rita Reserva Cabernet Sauvignon 2015,Maipo Valley,Chile,2015,Santa Rita,White,Cabernet Sauvignon,10.52,3.3,,2.353278207309564,9
Gd Vajra Barolo Bricco Delle Viole 2014,Barolo,Italy,2014,Gd Vajra,Red,Barolo,67.68,4.2,,4.214790715297967,10
Polkura Malbec 2016,Colchagua Valley,Chile,2016,Polkura,Red,Malbec,23.27,4.1,,3.1471649773142003,8
Chateau Chauvin Saintemilion Grand Cru Grand Cru Classe 2005,Saintemilion Grand Cru,France,2005,Chateau Chauvin,Rose,Unknown,54.2,4.0,,3.992680908445601,19
Terrescure Bernardeschi Governo 2017,Toscana,Italy,2017,Terrescure,Sparkling,Unknown,10.47,4.0,,2.3485140248824456,7
Trinitas Old Vine Petite Sirah 2016,Other,United States,2016,Trinitas,Red,Petite Sirah,25.99,4.1,,3.2577118486533987,8
Cuevas De Arom Pedra Forca Garnacha Syrah 2016,Campo De Borja,Spain,2016,Cuevas De Arom,Red,Unknown,12.86,3.7,,2.554121718809473,8
Salwey Spatburgunder Kaiserstuhl 2015,Baden,Germany,2015,Salwey,White,Unknown,12.48,3.6,,2.524127362941281,9
Darenberg The Twentyeight Road Mourvedre 2014,Mclaren Vale,Australia,2014,Darenberg,Rose,Mourvedre,23.4,3.8,,3.152736022363656,10
Bodegas Nekeas Los Olivos Reserva 2015,Navarra,Spain,2015,Bodegas Nekeas,Red,Unknown,12.2,3.8,,2.501435951739211,9
Monteabellon Ribera Del Duero 14 Meses En Barrica 2015,Ribera Del Duero,Spain,2015,Monteabellon,Sparkling,Unknown,34.72,3.9,,3.547315889792149,9
Masca Del Tacco Lu Ceppu Riserva Salice Salentino 2015,Salice Salentino,Italy,2015,Masca Del Tacco,Sparkling,Unknown,16.81,4.0,,2.821973947420524,9
Barone Montalto Nero Davola 2018,Terre Siciliane,Italy,2018,Barone Montalto,Red,Nero Davola,5.53,3.6,,1.7101878155342436,6
Cesari Il Bosco Amarone Della Valpolicella Classico 2011,Amarone Della Valpolicella Classico,Italy,2011,Cesari,Red,Unknown,48.72,4.2,,3.8860896234016415,13
Velenosi Querciantica Lacrima Di Morro 2018,Other,Italy,2018,Velenosi,Red,Unknown,8.56,3.5,,2.1471001901536506,6
Gerard Bertrand Domaine De Cigalus Red 2018,Other,France,2018,Gerard Bertrand,Sparkling,Unknown,35.53,4.1,,3.570377410032936,6
Mazzei Castello Fonterutoli Chianti Classico Gran Selezione 2015,Chianti Classico,Italy,2015,Mazzei,Sparkling,Chianti,41.23,4.2,,3.7191661467188086,9
Chateau Dalix Les Pins Pessacleognan 2015,Pessacleognan,France,2015,Chateau Dalix,White,Unknown,21.15,3.8,,3.051639905492287,9
King Estate The Soldier 2017,Columbia Valley,United States,2017,King Estate,Red,Unknown,23.99,4.1,,3.177637076851603,7
Chateau Grand Barrail Lamarzelle Figeac Saintemilion Grand Cru 2005,Saintemilion Grand Cru,France,2005,Chateau Grand Barrail Lamarzelle Figeac,White,Unknown,43.35,3.9,,3.769306703226551,19
Salzl Seewinkelhof Cuvee Classic Rot 2017,Burgenland,Austria,2017,Salzl Seewinkelhof,Red,Unknown,11.6,3.5,,2.451005098112319,7
