name,Region,Country,Vintage,Producer,Wine Variety,Grape Variety,Price ($),Average Rating,ABV,Log Price,Age
Motto Backbone Cabernet Sauvignon 2017,California,United States,2017,Motto,Red,Cabernet Sauvignon,23.27,3.6,,3.1471649773142003,7
Santi Valpolicella Ripasso Classico Superiore Solane 2013,Valpolicella Ripasso,Italy,2013,Santi,Sparkling,Unknown,18.0,3.6,,2.8903717578961645,11
Monterotondo Seretina Chianti Classico Riserva 2015,Chianti Classico,Italy,2015,Monterotondo,Red,Chianti,27.99,3.7,,3.331847303527362,9
Meyer Nakel Blauschiefer Spatburgunder 2017,Ahr,Germany,2017,Meyer Nakel,Red,Unknown,25.13,3.8,,3.2240623515555007,7
Il Crinale Re Nero Rosso Piceno Superiore 2017,Other,Italy,2017,Il Crinale,Red,Unknown,10.98,3.7,,2.396075436081385,7
Conreria Dscala Dei Nona 2019,Other,Spain,2019,Conreria Dscala Dei,Red,Unknown,14.33,3.7,,2.66235524184008,5
Black Stallion Pinot Noir 2016,Los Carneros,United States,2016,Black Stallion,Red,Pinot Noir,37.24,3.9,,3.617383452408866,8
Spier 21 Gables Pinotage 2015,Western Cape,South Africa,2015,Spier,Red,Pinotage,27.23,4.2,,3.3043193066856684,9
Chateau Grandpuy Ducasse Pauillac Grand Cru Classe 2014,Pauillac,France,2014,Chateau Grandpuy Ducasse,Rose,Unknown,59.47,3.9,,4.085471983718502,10
Domaine Arnouxlachaux Pinot Fin Bourgogne 2014,Bourgogne,France,2014,Domaine Arnouxlachaux,Sparkling,Unknown,43.06,3.6,,3.762594491936217,10
Chateau Ducrubeaucaillou Saintjulien Grand Cru Classe 2006,Saintjulien,France,2006,Chateau Ducrubeaucaillou,Red,Unknown,179.02,4.4,,5.1874975314427925,18
Chateau La Tour Carnet Hautmedoc Grand Cru Classe 2013,Hautmedoc,France,2013,Chateau La Tour Carnet,Sparkling,Unknown,39.42,3.8,,3.674273301724574,11
La Mondotte Saintemilion Grand Cru Premier Grand Cru Classe 2005,Saintemilion Grand Cru,France,2005,La Mondotte,Red,Unknown,412.24,4.4,,6.0216057040199695,19
Lungarotti Rubesco Rosso Di Torgiano 2013,Other,Italy,2013,Lungarotti,Sparkling,Unknown,12.64,3.5,,2.5368663887187117,11
Perimeter Black Dark Red Blend 2019,California,United States,2019,Perimeter,Red,Red Blend,9.99,4.0,,2.3015845926604626,5
Tempus Two Copper Series Gsm 2017,Barossa Valley,Australia,2017,Tempus Two,White,Unknown,17.34,3.6,,2.853015971352396,7
August Kesseler Cuvee Max Pinot Noir 2014,Other,Germany,2014,August Kesseler,Rose,Pinot Noir,81.37,4.0,,4.399006654708566,10
Sineann Abondante 2012,Other,United States,2012,Sineann,Red,Unknown,28.0,3.9,,3.332204510175204,12
Famille Perrin Peyre Blanche Cairanne 2017,Other,France,2017,Famille Perrin,White,Unknown,14.65,3.8,,2.6844403354630764,7
Chateau Landonnet Bordeaux Superieur 2017,Bordeaux Superieur,France,2017,Chateau Landonnet,Rose,Unknown,9.53,3.5,,2.254444717666111,7
Thomas Henry Zinfandel 2014,California,United States,2014,Thomas Henry,Red,Zinfandel,13.99,3.8,,2.63834278867739,10
Joseph Phelps Insignia 2018,Napa Valley,United States,2018,Joseph Phelps,Red,Bordeaux Red Blends,267.79,4.6,14.5,5.590203091260391,6
Zevenwacht Syrah 2016,Stellenbosch,South Africa,2016,Zevenwacht,Rose,Syrah,15.18,4.1,,2.719978771967484,8
Casanova Di Neri Rosso Di Montalcino 2015,Rosso Di Montalcino,Italy,2015,Casanova Di Neri,Red,Unknown,17.01,3.9,,2.833801406407771,9
Philippe Gavignet Nuitssaintgeorges Les Argillats 2017,Nuitssaintgeorges,France,2017,Philippe Gavignet,Rose,Unknown,50.74,4.4,,3.926714554171136,7
La Bastide Blanche Bandol 2016,Bandol,France,2016,La Bastide Blanche,White,Unknown,21.59,3.9,,3.072230244526716,8
Tenuta Sette Ponti Crognolo Toscana 2015,Toscana,Italy,2015,Tenuta Sette Ponti,Red,Unknown,29.99,4.0,,3.4008639927609177,9
Campillo El Nino De Campillo Rioja 2018,Rioja,Spain,2018,Campillo,Red,Rioja,10.84,3.6,,2.3832429960115,6
San Pedro Regalado Canta Perdices 2016,Ribera Del Duero,Spain,2016,San Pedro Regalado,Rose,Unknown,12.49,3.6,,2.5249283241374862,8
Conte Dattimis Maniago Schioppettino 2015,Colli Orientali Del Friuli,Italy,2015,Conte Dattimis Maniago,Red,Unknown,17.25,3.5,,2.847812143477369,9
Paolo Cottini Valpolicella Classico 2018,Valpolicella Classico,Italy,2018,Paolo Cottini,Sparkling,Unknown,12.91,3.6,,2.558002204858551,6
Leth Blauer Zweigelt Klassik 2016,Other,Austria,2016,Leth,Sparkling,Zweigelt,7.93,3.3,,2.0706530356467567,8
Velenosi Rosso Piceno 2018,Rosso Piceno,Italy,2018,Velenosi,White,Unknown,6.39,3.6,,1.8547342683894432,6
Fortant Terroir Littoral Cabernet Sauvignon 2018,Pays Doc,France,2018,Fortant,Rose,Cabernet Sauvignon,7.14,3.6,,1.965712776351493,6
Joel Gott Merlot 2018,California,United States,2018,Joel Gott,Red,Merlot,16.99,3.8,,2.8326249356838407,6
Tinto Negro Limestone Block Malbec 2015,Mendoza,Argentina,2015,Tinto Negro,Red,Malbec,16.14,3.8,,2.7813006628418027,9
Field Recordings Fiction Red 2020,Paso Robles,United States,2020,Field Recordings,Red,Unknown,17.99,3.6,,2.8898160479624413,4
Niepoort Douro Fabelhaft Tinto 2018,Douro,Portugal,2018,Niepoort,Red,Unknown,9.71,3.6,,2.273156282303234,6
Burg Ravensburg Blaufrankisch 2015,Baden,Germany,2015,Burg Ravensburg,Sparkling,Blaufrankisch,13.55,3.6,,2.6063865473257097,9
Chateau De Lavagnac Bordeaux 2016,Bordeaux,France,2016,Chateau De Lavagnac,Red,Unknown,11.98,3.8,,2.4832385926873037,8
Domaine Robert Chevillon Les Vaucrains Nuits Saint Georges 1Er Cru 2011,Nuitssaintgeorges,France,2011,Domaine Robert Chevillon,Sparkling,Unknown,107.11,4.3,,4.673856343776538,13
Santa Helena Varietal Merlot 2017,Colchagua Valley,Chile,2017,Santa Helena,Red,Merlot,5.31,3.4,,1.6695918352538477,7
Sartori Estate Collection Regolo Rosso Veronese 2014,Rosso Veronese,Italy,2014,Sartori,Rose,Unknown,12.59,4.0,,2.532902848056256,10
Chateau Du Cedre Le Cedre 2014,Cahors,France,2014,Chateau Du Cedre,White,Unknown,39.06,4.0,,3.665098925448533,10
Anwilka Vineyard Petit Frere Red Blend 2018,Stellenbosch,South Africa,2018,Anwilka Vineyard,Red,Red Blend,26.99,4.0,,3.295466427029913,6
Antico Monastero Barbaresco 2013,Barbaresco,Italy,2013,Antico Monastero,Sparkling,Unknown,20.94,3.8,,3.041661205442391,11
Argiano Brunello Di Montalcino 2015,Brunello Di Montalcino,Italy,2015,Argiano,White,Unknown,38.89,4.2,,3.660737148167656,9
Santa Rita Medalla Real Gran Reserva Cabernet Sauvignon 2016,Maipo Valley,Chile,2016,Santa Rita,White,Cabernet Sauvignon,14.27,3.6,,2.658159431488745,8
Capaia One Red Blend 2016,Western Cape,South Africa,2016,Capaia,White,Red Blend,20.67,3.9,,3.028683373693677,8
Sottano Malbec 2018,Lujan De Cuyo,Argentina,2018,Sottano,Red,Malbec,10.52,3.7,,2.353278207309564,6
Chateau Pape Clement Pessacleognan Grand Cru Classe De Graves 2005,Pessacleognan,France,2005,Chateau Pape Clement,Rose,Unknown,194.21,4.5,,5.2689400478373605,19
Bv Coastal Estates Cabernet Sauvignon 2018,California,United States,2018,Bv Coastal Estates,Red,Cabernet Sauvignon,4.97,3.7,,1.603419840108537,6
Weninger Hochacker Blaufrankisch 2015,Mittelburgenland,Austria,2015,Weninger,Red,Blaufrankisch,15.08,3.8,,2.71336936257981,9
Aromo Merlot Private Reserve 2010,Maule Valley,Chile,2010,Aromo,Sparkling,Merlot,13.23,3.1,,2.582486978126864,14
Weinbau Uwe Schiefer Blaufrankisch 2016,Burgenland,Austria,2016,Weinbau Uwe Schiefer,Red,Blaufrankisch,20.99,3.5,,3.0440461338325417,8
Domaine Lafage Nicolas Grenache Noir 2018,Cotes Catalanes,France,2018,Domaine Lafage,Rose,Grenache,9.46,3.7,,2.247072383063786,6
Torres Purgatori Costers Del Segre 2016,Costers Del Segre,Spain,2016,Torres,White,Unknown,39.05,4.1,,3.664842876285695,8
Juan Gil Albacea Monastrell Jumilla 2019,Jumilla,Spain,2019,Juan Gil,Red,Monastrell,12.99,4.1,,2.564179830682508,5
Rosemount Diamond Label Shiraz 2017,South Australia,Australia,2017,Rosemount,Red,Rose,10.05,3.4,,2.307572634505085,7
Niepoort Douro Vertente Tinto 2016,Douro,Portugal,2016,Niepoort,Rose,Unknown,18.99,3.8,,2.9439125248241944,8
Val Dorbieu La Cuvee Mythique 2017,Languedocroussillon,France,2017,Val Dorbieu,Rose,Unknown,10.67,3.5,,2.367436065313662,7
Tom Of Finland Outstanding Red 2016,California,United States,2016,Tom Of Finland,Red,Other Red Blends,20.53,3.9,14.5,3.0218872310308424,8
Tommasi De Bvris Amarone Della Valpolicella Classico Riserva 2008,Amarone Della Valpolicella Classico,Italy,2008,Tommasi,White,Unknown,270.16,4.6,,5.599014376077312,16
Chateau Pape Clement Pessacleognan Grand Cru Classe De Graves 2006,Pessacleognan,France,2006,Chateau Pape Clement,Rose,Unknown,139.96,4.4,,4.941356667499488,18
Cortes De Cima Courela Tinto 2016,Alentejano,Portugal,2016,Cortes De Cima,Sparkling,Unknown,6.13,3.6,,1.81319474994812,8
Georges Vigouroux Gouleyant Malbec 2018,Cahors,France,2018,Georges Vigouroux,Sparkling,Malbec,9.03,3.7,,2.200552367428894,6
Telmo Rodriguez Gago G 2016,Toro,Spain,2016,Telmo Rodriguez,Sparkling,Unknown,18.39,3.8,,2.91180703861623,8
La Crema Sonoma Coast Pinot Noir 2019,Sonoma Coast,United States,2019,La Crema,Red,Pinot Noir,17.99,4.0,,2.8898160479624413,5
Anita Nittnaus Hans Blauer Zweigelt 2017,Burgenland,Austria,2017,Anita Nittnaus Hans,Red,Zweigelt,9.44,3.6,,2.244955980157409,7
Collemassari Rigoleto Montecucco Rosso 2017,Other,Italy,2017,Collemassari,Red,Unknown,13.56,3.7,,2.6071242825122494,7
Summers Andrianas Cuvee Cabernet Sauvignon 2018,North Coast,United States,2018,Summers,Red,Cabernet Sauvignon,20.99,4.0,,3.0440461338325417,6
Senorio De Los Llanos Gran Reserva 2012,Valdepenas,Spain,2012,Senorio De Los Llanos,Sparkling,Unknown,7.0,3.4,,1.9459101490553128,12
Almaviva Epu 2016,Other,Chile,2016,Almaviva,Red,Unknown,50.28,4.5,,3.9176073837220464,8
Tenuta Castelgiocondo Brunello Di Montalcino 2015,Brunello Di Montalcino,Italy,2015,Tenuta Castelgiocondo,Sparkling,Unknown,48.65,4.3,,3.884651808632014,9
Tasca Dalmerita Vigna San Francesco Cabernet Sauvignon 2015,Sicilia,Italy,2015,Tasca Dalmerita,White,Cabernet Sauvignon,34.62,4.1,,3.5444315497480634,9
Les Jamelles Selection Speciale Cabernet Merlot 2017,Pays Doc,France,2017,Les Jamelles,White,Merlot,10.56,4.0,,2.3570732782781154,7
Parcel 41 Merlot 2014,Napa Valley,United States,2014,Parcel 41,Red,Merlot,17.99,3.8,,2.8898160479624413,10
Antano Rioja Reserva 2013,Rioja,Spain,2013,Antano,Red,Rioja,10.84,3.3,,2.3832429960115,11
Ciacci Piccolomini Daragona Rosso Di Montalcino 2017,Rosso Di Montalcino,Italy,2017,Ciacci Piccolomini Daragona,Sparkling,Unknown,17.45,4.0,,2.859339648648436,7
Epicuro Salice Salentino Riserva 2016,Salice Salentino,Italy,2016,Epicuro,Red,Unknown,7.0,3.8,,1.9459101490553128,8
Handcraft Petite Sirah 2013,California,United States,2013,Handcraft,Red,Petite Sirah,11.99,3.8,,2.484072969039423,11
Montellori Chianti 2016,Chianti,Italy,2016,Montellori,Sparkling,Chianti,9.75,3.6,,2.277267285009756,8
Louis Latour Corton Grand Cru Domaine Latour 2019,Other,France,2019,Louis Latour,Red,Pinot Noir,164.28,4.9,,5.101572289088359,5
Kaapzicht Bin 3 Merlot Cabernet Sauvignon 2017,Stellenbosch,South Africa,2017,Kaapzicht,Sparkling,Cabernet Sauvignon,11.88,4.1,,2.4748563139344992,7
Beronia Rioja Vinas Viejas 2016,Rioja,Spain,2016,Beronia,White,Rioja,15.18,3.6,,2.719978771967484,8
Ca Dei Frati Ronchedone Rosso 2016,Other,Italy,2016,Ca Dei Frati,Sparkling,Unknown,20.56,4.2,,3.0233474405869645,8
Chateau Peby Faugeres Saintemilion Grand Cru Grand Cru Classe 2005,Saintemilion Grand Cru,France,2005,Chateau Peby Faugeres,Rose,Unknown,477.34,4.5,,6.168229025235398,19
Vina Tinajas Viejo Feo Cabernet Sauvignon 2019,Maule Valley,Chile,2019,Vina Tinajas,Red,Cabernet Sauvignon,11.99,3.9,,2.484072969039423,5
Ravenswood Vintners Blend Old Vine Zinfandel 2017,California,United States,2017,Ravenswood,Red,Zinfandel,10.3,3.2,,2.33214389523559,7
Castello Di Gabbiano Chianti Classico Bellezza Gran Selezione 2015,Chianti Classico,Italy,2015,Castello Di Gabbiano,Rose,Chianti,34.25,4.0,,3.5336865647082343,9
Marques De Caceres Gaudium 2015,Rioja,Spain,2015,Marques De Caceres,Rose,Unknown,53.11,4.5,,3.972365234434308,9
Terra De Falanis Plic Plic Plic 2016,Montsant,Spain,2016,Terra De Falanis,Rose,Unknown,10.58,3.3,,2.3589654264301534,8
Frescobaldi Remole Rosso 2018,Toscana,Italy,2018,Frescobaldi,Rose,Unknown,8.63,3.7,,2.155244505095337,6
Olivares Panarroz 2017,Jumilla,Spain,2017,Olivares,Red,Unknown,9.09,3.7,,2.2071749081893874,7
Palomo Cazador Roble 2018,Ribera Del Duero,Spain,2018,Palomo Cazador,Red,Roble,10.47,3.9,,2.3485140248824456,6
Iron Horse Ocean Reserve Blanc De Blancs 2016,Other,United States,2016,Iron Horse,Sparkling,Vintage Sparkling Wine,45.17,3.9,13.5,3.8104331496665127,8
Novelty Hill Cabernet Sauvignon 2018,Columbia Valley,United States,2018,Novelty Hill,Red,Cabernet Sauvignon,24.99,4.0,,3.2184757448468613,6
Tenuta Le Colonne Bolgheri 2016,Bolgheri,Italy,2016,Tenuta Le Colonne,White,Unknown,17.34,3.8,,2.853015971352396,8
Chateau Darmailhac Pauillac Grand Cru Classe 2014,Pauillac,France,2014,Chateau Darmailhac,Red,Unknown,102.86,4.0,,4.63336884034677,10
Giacomo Fenocchio Barolo Bussia 2015,Barolo,Italy,2015,Giacomo Fenocchio,Rose,Barolo,43.29,4.0,,3.767921661453889,9
Domaine Des Marrans Fleurie Rouge 2019,Fleurie,France,2019,Domaine Des Marrans,Red,Unknown,25.99,3.6,,3.2577118486533987,5
Enate Cabernet Sauvignon Merlot 2016,Somontano,Spain,2016,Enate,White,Cabernet Sauvignon,10.31,3.6,,2.3331142980288684,8
Campo Viejo Reserva 2015,Rioja,Spain,2015,Campo Viejo,Red,Unknown,11.92,3.8,,2.478217661637204,9
Chateau Ducrubeaucaillou Saintjulien Grand Cru Classe 2015,Saintjulien,France,2015,Chateau Ducrubeaucaillou,White,Unknown,208.92,4.6,,5.341951403568098,9
Rioja Vega Reserva 2017,Rioja,Spain,2017,Rioja Vega,Red,Reserva,12.88,3.7,,2.5556757206762075,7
La Rasina Rosso Di Montalcino 2018,Rosso Di Montalcino,Italy,2018,La Rasina,Red,Unknown,23.99,4.0,,3.177637076851603,6
Castello Montauto Chianti 2015,Chianti,Italy,2015,Castello Montauto,Rose,Chianti,11.66,3.6,,2.4561641809223462,9
San Filippo Le Lucere Brunello Di Montalcino Riserva 2012,Brunello Di Montalcino,Italy,2012,San Filippo,Red,Unknown,143.13,4.4,,4.963753308196125,12
Pra Morandina Valpolicella 2017,Valpolicella,Italy,2017,Pra,White,Unknown,16.17,3.6,,2.783157673589016,7
Can Rafols Dels Caus Terraprima Negre 2016,Panades,Spain,2016,Can Rafols Dels Caus,Red,Unknown,10.86,3.5,,2.385086314505789,8
Bodegas Jose L Ferrer Crianza 2015,Binissalemmallorca,Spain,2015,Bodegas Jose L Ferrer,Sparkling,Unknown,12.97,3.8,,2.562638998328352,9
Chateau Sainthilaire Chateau Gemeillan Medoc 2011,Medoc,France,2011,Chateau Sainthilaire,Red,Unknown,16.0,3.7,,2.772588722239781,13
Chateau Martinet Saintemilion Grand Cru 2016,Saintemilion Grand Cru,France,2016,Chateau Martinet,Sparkling,Unknown,19.42,4.0,,2.9663034628631797,8
Chateau Beausejour Becot Saintemilion Grand Cru Premier Grand Cru Classe 2017,Saintemilion Grand Cru,France,2017,Chateau Beausejour Becot,Sparkling,Unknown,72.98,4.0,,4.290185431008302,7
San Valero El Chocolatero Carinena 2014,Carinena,Spain,2014,San Valero,Sparkling,Unknown,8.41,3.2,,2.1294214739848565,10
Dehesa El Carrascal Tudons Petit Verdot 2017,Castilla,Spain,2017,Dehesa El Carrascal,Red,Unknown,7.85,4.0,,2.060513531794317,7
Plaimont Domaine De Cassaigne Le Labyrinthe Cotes De Gascogne 2017,Other,France,2017,Plaimont,Rose,Unknown,6.1,3.5,,1.8082887711792657,7
Kwv Classic Collection Merlot 2018,Western Cape,South Africa,2018,Kwv,Red,Merlot,8.99,3.3,,2.196112848483529,6
Chateau Musar Rouge Gaston Hochar 2012,Bekaa Valley,Lebanon,2012,Chateau Musar,Red,Unknown,36.49,4.3,,3.597038250448356,12
Kir Yianni Paranga Red 2017,Other,Greece,2017,Kir Yianni,Red,Unknown,17.99,3.6,,2.8898160479624413,7
Bodegas Piqueras El Abuelo De Piqueras Reserva 2016,Almansa,Spain,2016,Bodegas Piqueras,Rose,Unknown,8.63,4.0,,2.155244505095337,8
Chateau De La Cour Dargent Bordeaux Superieur 2016,Bordeaux Superieur,France,2016,Chateau De La Cour Dargent,Sparkling,Unknown,14.05,3.7,,2.6426223957797546,8
Monte Del Fra Amarone Della Valpolicella Classico Lena Di Mezzo 2015,Amarone Della Valpolicella Classico,Italy,2015,Monte Del Fra,Sparkling,Unknown,30.41,4.2,,3.414771501689273,9
Giulia Negri La Tartufaia Langhe Pinot Nero 2016,Langhe,Italy,2016,Giulia Negri,Rose,Pinot Nero,27.39,3.8,,3.3101779832749867,8
Domaine Des Perdrix Nuitssaintgeorges 2015,Nuitssaintgeorges,France,2015,Domaine Des Perdrix,Red,Unknown,125.53,4.4,,4.832544773830118,9
Mcmanis Family Vineyards Zinfandel 2019,Lodi,United States,2019,Mcmanis,Red,Zinfandel,10.67,3.5,14.0,2.367436065313662,5
Caves Primavera Garrafeira Bairrada 2010,Bairrada,Portugal,2010,Caves Primavera,White,Unknown,9.42,3.4,,2.242835088588272,14
Esporao Alandra Tinto 2018,Alentejo,Portugal,2018,Esporao,Red,Unknown,5.15,3.3,,1.638996714675645,6
Darling Cellars Chocoholic Pinotage 2018,Other,South Africa,2018,Darling Cellars,Red,Pinotage,8.35,3.2,,2.122261538862764,6
Rust En Vrede Estate Vineyards Cabernet Sauvignon 2018,Stellenbosch,South Africa,2018,Rust En Vrede,Rose,Cabernet Sauvignon,23.86,4.0,,3.1722034166697703,6
Chateau Dissan Margaux Grand Cru Classe 2016,Margaux,France,2016,Chateau Dissan,Rose,Margaux,116.95,4.2,,4.761746493030188,8
Zonin Montepulciano Dabruzzo 2018,Montepulciano Dabruzzo,Italy,2018,Zonin,Sparkling,Montepulciano,6.95,3.5,,1.9387416595767009,6
La Picossa Garnacha Tinta 2018,Terra Alta,Spain,2018,La Picossa,White,Garnacha,9.93,3.3,,2.295560478057081,6
Kalleske Clarrys Gsm 2020,Barossa Valley,Australia,2020,Kalleske,Red,Unknown,29.99,4.0,,3.4008639927609177,4
Cune Cvne Crianza 2014,Rioja,Spain,2014,Cune Cvne,Sparkling,Unknown,6.18,3.5,,1.8213182714695997,10
San Leonardo Villa Gresti 2014,Vigneti Delle Dolomiti,Italy,2014,San Leonardo,Red,Unknown,27.67,3.9,,3.3203487937988347,10
Feudo Antico Montepulciano Dabruzzo 2018,Montepulciano Dabruzzo,Italy,2018,Feudo Antico,Red,Montepulciano,11.99,3.8,,2.484072969039423,6
Flora Springs Merlot 2018,Napa Valley,United States,2018,Flora Springs,Red,Merlot,29.99,4.2,,3.4008639927609177,6
Hans Igler Classic Zweigelt 2014,Mittelburgenland,Austria,2014,Hans Igler,Rose,Zweigelt,10.8,3.3,,2.379546134130174,10
Von Der Mark Suisje Gentille Ainsi Pinot Noir 2015,Baden,Germany,2015,Von Der Mark,White,Pinot Noir,41.24,4.2,,3.719408659148759,9
Chateau De Pez Saintestephe 2014,Saintestephe,France,2014,Chateau De Pez,Sparkling,Unknown,41.12,4.0,,3.71649462114691,10
Mauro Molino Barolo Gallinotto 2014,Barolo,Italy,2014,Mauro Molino,Red,Barolo,35.86,4.1,,3.5796224681769866,10
Callia Sb Syrah Bonarda 2019,San Juan,Argentina,2019,Callia,Rose,Bonarda,6.46,3.7,,1.8656293177945105,5
Lenotti Le Olle Bardolino Superiore Classico 2017,Other,Italy,2017,Lenotti,Red,Bardolino,11.06,3.9,,2.403334996094189,7
Barramundi Shiraz Petit Verdot 2018,South Eastern Australia,Australia,2018,Barramundi,Rose,Petit Verdot,7.05,3.2,,1.9530276168241767,6
Errazuriz Aconcagua Costa Pinot Noir 2017,Aconcagua Valley,Chile,2017,Errazuriz,Red,Pinot Noir,20.51,3.7,,3.0209125720842893,7
Calmel Joseph Les Terroirs Cotes Du Roussillon Villages 2015,Cotes Du Roussillon Villages,France,2015,Calmel Joseph,Sparkling,Unknown,8.41,3.7,,2.1294214739848565,9
Chateau Belgrave Hautmedoc Grand Cru Classe 2016,Hautmedoc,France,2016,Chateau Belgrave,Rose,Unknown,40.19,3.9,,3.6936182084611096,8
Villa Sandi Filio Corpore 2013,Veneto,Italy,2013,Villa Sandi,Sparkling,Unknown,10.47,4.1,,2.3485140248824456,11
Chateau De Lussac Lussacsaintemilion 2015,Other,France,2015,Chateau De Lussac,Sparkling,Unknown,29.61,3.6,,3.3881121421135,9
10000 Hours Cabernet Sauvignon 2018,Other,United States,2018,10000 Hours,Red,Cabernet Sauvignon,29.99,4.0,,3.4008639927609177,6
Giacosa Fratelli Barbera Dalba Maria Gioana 2015,Barbera Dalba,Italy,2015,Giacosa Fratelli,Red,Barbera,15.86,4.0,,2.763800216206702,9
Bremerton Coulthard Cabernet Sauvignon 2015,Langhorne Creek,Australia,2015,Bremerton,White,Cabernet Sauvignon,20.94,4.0,,3.041661205442391,9
Salentein Numina Gran Corte 2016,Other,Argentina,2016,Salentein,Red,Unknown,21.05,4.2,,3.0469005601283903,8
Maison Les Alexandrins Syrah 2018,Vin De France,France,2018,Maison Les Alexandrins,Red,Syrah,16.99,3.3,,2.8326249356838407,6
Monteabellon Ribera Del Duero 5 Meses En Barrica 2019,Ribera Del Duero,Spain,2019,Monteabellon,Red,Unknown,8.79,3.6,,2.173614711697085,5
Lagar Damprius Garnacha 2014,Other,Spain,2014,Lagar Damprius,Red,Garnacha,13.67,3.8,,2.6152036507358583,10
Arrogant Frog Tutti Frutti Rouge 2018,Pays Doc,France,2018,Arrogant Frog,Red,Unknown,5.82,3.5,,1.7613002617433464,6
Famille Perrin Ventoux 2018,Ventoux,France,2018,Famille Perrin,Rose,Unknown,6.2,3.6,,1.8245492920510455,6
Weingut Holger Koch Pinot Noir Herrenstuck 2015,Baden,Germany,2015,Weingut Holger Koch,Rose,Pinot Noir,14.65,3.6,,2.6844403354630764,9
Maggio Family Vineyards Cabernet Sauvignon 2017,Lodi,United States,2017,Maggio Family Vineyards,Red,Cabernet Sauvignon,8.99,3.7,,2.196112848483529,7
Chateau De Pibarnon Les Restanques De Pibarnon 2015,Bandol,France,2015,Chateau De Pibarnon,Rose,Unknown,30.98,3.8,,3.4333418349887226,9
Andeluna 1300 Cabernet Sauvignon 2017,Tupungato,Argentina,2017,Andeluna,Rose,Cabernet Sauvignon,10.84,3.5,,2.3832429960115,7
Es Fangar Fangarelements Negre 2012,Other,Spain,2012,Es Fangar,Red,Unknown,28.97,4.2,,3.366260811781259,12
Heinrich Gabarinza 2013,Burgenland,Austria,2013,Heinrich,Rose,Unknown,43.35,4.0,,3.769306703226551,11
Felsina Rancia Chianti Classico Riserva 2015,Chianti Classico,Italy,2015,Felsina,White,Chianti,57.65,4.1,,4.054390246715068,9
Marc Kreydenweiss Perrieres 2018,Costieresdenimes,France,2018,Marc Kreydenweiss,Red,Unknown,15.86,4.0,,2.763800216206702,6
Finca Bacara 3015 Monastrell Ecologico 2020,Jumilla,Spain,2020,Finca Bacara,Red,Unknown,7.73,3.6,,2.0451088625993306,4
Petra Petra Toscana Suvereto 2014,Toscana,Italy,2014,Petra,Red,Unknown,78.18,4.2,,4.359013860364809,10
Lake Breeze Wines Bullant Shiraz 2017,Langhorne Creek,Australia,2017,Lake Breeze Wines,Rose,Shiraz,14.72,3.9,,2.6892071133007303,7
Niepoort Douro Reserva Fabelhaft 2015,Douro,Portugal,2015,Niepoort,Red,Unknown,16.1,3.6,,2.778819271990417,9
Chateau Margaux Pavillon Rouge Du Chateau Margaux 2010,Margaux,France,2010,Chateau Margaux,Sparkling,Margaux,314.54,4.4,,5.75111125406258,14
