,Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,category
26542,Pauillac (Grand Cru Classé) 2010,France,Pauillac,Château Pichon Baron,4.5,1163,249.0,2010,sparkling
26543,Pinot Noir 2016,New Zealand,Marlborough,Cloudy Bay,3.9,1163,39.95,2016,sparkling
26544,St. Henri Shiraz 2013,Australia,South Australia,Penfolds,4.4,1165,109.13,2013,sparkling
26545,Pinot Noir 2016,United States,Dundee Hills,Domaine Drouhin,4.2,1166,54.59,2016,sparkling
26546,Negru de Purcari 2015,Moldova,South Eastern,Château Purcari,4.4,1168,98.98,2015,sparkling
26547,Oakville Cabernet Sauvignon 2014,United States,Oakville,Robert Mondavi,4.2,1168,55.79,2014,sparkling
26548,Douro Reserva Red 2016,Portugal,Douro,Quinta do Portal,4.0,1169,21.05,2016,sparkling
26549,Saint-Julien (Grand Cru Classé) 2010,France,Saint-Julien,Château Branaire-Ducru,4.2,1169,87.24,2010,sparkling
26550,Saint-Julien (Grand Cru Classé) 2001,France,Saint-Julien,Château Léoville Barton,4.3,1169,108.95,2001,sparkling
26551,Reserva de Familia Syrah 2014,Spain,Lanzarote,El Grifo,4.2,117,33.95,2014,sparkling
26552,Oberbergener Bassgeige Spätburgunder 2017,Germany,Baden,Franz Keller,3.6,117,14.7,2017,sparkling
26553,Brolo del Figaretto Amarone della Valpolicella Valpantena 2015,Italy,Amarone della Valpolicella Valpantena,Corte Figaretto,4.2,117,29.5,2015,sparkling
26554,La Nieta 2007,Spain,Rioja,Viñedos de Páganos,4.6,117,83.95,2007,sparkling
26555,Merlot 2014,United States,California,Woodhaven,3.7,117,8.41,2014,sparkling
26556,Èrema 2016,Italy,Isola dei Nuraghi,Siddura,3.8,117,14.57,2016,sparkling
26557,Saint-Julien (Grand Cru Classé) 2017,France,Saint-Julien,Château Léoville Poyferré,3.9,117,86.76,2017,sparkling
26558,Vigna di Sessina Chianti Classico Gran Selezione 2015,Italy,Chianti Classico,Dievole,4.4,117,42.0,2015,sparkling
26559,Bardolino Classico 2018,Italy,Bardolino Classico,Lenotti,3.5,117,4.7,2018,sparkling
26560,Reserva Cabernet Sauvignon 2013,Brazil,Serra Gaúcha,Don Guerino,3.3,117,12.62,2013,sparkling
26561,Brauneberger Klostergarten Pinot Noir*** 2014,Germany,Mosel,Markus Molitor,4.0,117,38.79,2014,sparkling
26562,Valpolicella Ripasso Classico Superiore Il Vegro 2017,Italy,Valpolicella,Brigaldara,3.8,117,13.4,2017,sparkling
26563,Barbera d'Alba 2016,Italy,Langhe,Franco Molino,4.1,117,11.9,2016,sparkling
26564,Reserva Cabernet Sauvignon 2014,Spain,Valdepeñas,Viña Albali,3.4,117,5.99,2014,sparkling
26565,Saint-Émilion Grand Cru (Grand Cru Classé) 2014,France,Saint-Émilion Grand Cru,Château La Serre,3.8,117,46.79,2014,sparkling
26566,Spätburgunder 2017,Germany,Baden,Shelter Winery,3.6,117,10.95,2017,sparkling
26567,Giorgio 2011,South Africa,Stellenbosch,Dalla Cia,4.2,117,59.0,2011,sparkling
26568,Rioja Gran Reserva 2011,Spain,Rioja,Marqués de Riscal,4.1,1170,41.04,2011,sparkling
26569,Margaux (Grand Cru Classé) 2005,France,Margaux,Château Brane-Cantenac,4.4,1171,119.95,2005,sparkling
26570,Montefalco Rosso 2016,Italy,Montefalco,Arnaldo-Caprai,3.7,1171,14.54,2016,sparkling
26571,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2005,France,Saint-Émilion Grand Cru,Château Figeac,4.5,1172,239.95,2005,sparkling
26572,Toscana 2015,Italy,Toscana,Tenuta Castiglioni,3.9,1174,38.5,2015,sparkling
26573,The Stump Jump Grenache - Shiraz - Mourvedre 2016,Australia,McLaren Vale,d'Arenberg,3.6,1177,8.5,2016,sparkling
26574,Finca Alejandro 2013,Spain,Castilla y León,Dehesa La Granja,3.8,1177,9.99,2013,sparkling
26575,Chianti Classico Riserva 2013,Italy,Chianti Classico,Brancaia,3.9,1178,18.5,2013,sparkling
26576,Puro Corte 2018,Argentina,Mendoza,Dieter Meier,3.9,118,14.89,2018,sparkling
26577,Bardolino 2018,Italy,Bardolino,Cantina di Custoza,3.5,118,5.5,2018,sparkling
26578,La Baronnie Madeleine Chinon 2015,France,Chinon,Couly-Dutheil,3.8,118,16.69,2015,sparkling
26579,Lagrein Schweizer 2017,Italy,Südtirol - Alto Adige,Franz Haas,3.8,118,24.46,2017,sparkling
26580,Vindoro Negroamaro 2016,Italy,Salento,San Marzano,4.3,118,18.9,2016,sparkling
26581,Sasyr Sangiovese - Syrah Toscana 2016,Italy,Toscana,Rocca delle Macìe,3.9,118,9.26,2016,sparkling
26582,Frans Malan Cape Blend 2016,South Africa,Stellenbosch,Simonsig,4.2,118,19.95,2016,sparkling
26583,Barolo Brunate 2015,Italy,Barolo,Ceretto,4.2,118,128.91,2015,sparkling
26584,Toscana Merlot 2013,Italy,Toscana,Danzante,3.5,118,10.69,2013,sparkling
26585,Saint Hilaire Vineyard Pinot Noir Réserve 2017,France,Pays d'Oc,Paul Mas,3.5,118,7.79,2017,sparkling
26586,Morellino di Scansano 2016,Italy,Morellino di Scansano,Aia Vecchia,3.6,118,8.72,2016,sparkling
26587,Barbaresco Bernardot 2014,Italy,Barbaresco,Ceretto,4.1,118,89.0,2014,sparkling
26588,Margaux 2005,France,Margaux,Château La Gurgue,4.0,118,39.95,2005,sparkling
26589,Merlot 2018,South Africa,Swartland,Leopard’s Leap,3.3,118,7.75,2018,sparkling
26590,Barolo Castiglione 2014,Italy,Barolo,Vietti,4.1,1180,43.87,2014,sparkling
26591,Pinot Noir 2017,New Zealand,Marlborough,Brancott Estate,3.3,1180,10.21,2017,sparkling
26592,Saint-Julien (Grand Cru Classé) 2005,France,Saint-Julien,Château Beychevelle,4.4,1182,129.95,2005,sparkling
26593,Evenstad Reserve Pinot Noir 2013,United States,Willamette Valley,Domaine Serene,4.3,1182,108.46,2013,sparkling
26594,Submission Cabernet Sauvignon 2017,United States,California,689 - Six Eight Nine,3.9,1186,15.4,2017,sparkling
26595,Médoc 2009,France,Médoc,Château La Cardonne,3.8,1187,25.92,2009,sparkling
26596,Signature Pinotage 2018,South Africa,Western Cape,Spier,3.6,1188,6.5,2018,sparkling
26597,Bolgheri Superiore 2015,Italy,Bolgheri Superiore,Grattamacco,4.2,1188,55.19,2015,sparkling
26598,Amarone della Valpolicella Classico 2015,Italy,Amarone della Valpolicella Classico,Biscardo,4.3,1189,26.06,2015,sparkling
26599,Bosan Riserva Amarone della Valpolicella Classico 2008,Italy,Amarone della Valpolicella Classico,Cesari,4.2,119,56.0,2008,sparkling
26600,Nebbiolo Coste Della Sesia 2017,Italy,Coste della Sesia,Travaglini,3.6,119,18.7,2017,sparkling
26601,Sister Moon 2015,Italy,Toscana,Tenuta Il Palagio,4.2,119,42.95,2015,sparkling
26602,Vat 9 Shiraz 2011,Australia,Hunter Valley,Tyrrell's,3.9,119,33.92,2011,sparkling
26603,GSM 2017,France,Vin de France,Maison de La Villette,4.0,119,6.6,2017,sparkling
26604,Pomerol 2005,France,Pomerol,Clos l'Eglise,4.4,119,139.95,2005,sparkling
26605,Tribu Merlot 2016,Argentina,Maipu,Trivento,3.1,119,8.67,2016,sparkling
26606,Aconcagua Valley 2017,Chile,Aconcagua Valley,Sena,4.3,119,106.15,2017,sparkling
26607,Zweigelt 2018,Austria,Burgenland,Judith Beck,3.6,119,10.6,2018,sparkling
26608,Macán Clásico 2016,Spain,Rioja,Benjamin de Rothschild - Vega Sicilia,4.2,119,38.5,2016,sparkling
26609,Gevrey-Chambertin 2016,France,Gevrey-Chambertin,Joseph Drouhin,4.1,119,48.64,2016,sparkling
26610,Pessac-Léognan (Grand Cru Classé de Graves) 2017,France,Pessac-Léognan,Château Pape Clément,4.0,119,102.35,2017,sparkling
26611,Le Clos des Fées (Hervé Bizeul) 2015,France,Côtes du Roussillon,Domaine du Clos des Fées,4.2,119,38.89,2015,sparkling
26612,Mont du Toit 2007,South Africa,Wellington,Mont du Toit,4.1,119,54.0,2007,sparkling
26613,Saga Médoc 2015,France,Médoc,Barons de Rothschild (Lafite),3.9,119,10.25,2015,sparkling
26614,Valpolicella Ripasso (Classico Superiore) 2017,Italy,Valpolicella Ripasso,Tommasi,4.1,119,16.9,2017,sparkling
26615,Il Passo Nerello Mascalese 2018,Italy,Terre Siciliane,Zabu,3.7,119,7.5,2018,sparkling
26616,Les Dentelles Côtes du Roussillon Villages 2015,France,Côtes du Roussillon Villages,Thunevin-Calvet,3.7,119,31.19,2015,sparkling
26617,Maremma Toscana Le Sughere di Frassinello 2015,Italy,Maremma Toscana,Rocca di Frassinello,3.9,1190,19.9,2015,sparkling
26618,Barrel Selection Malbec 2018,Argentina,Uco Valley,Salentein,4.1,1192,12.89,2018,sparkling
26619,Rioja Reserva (Tempranillo) 2015,Spain,Rioja,Ramón Bilbao,4.0,1192,10.49,2015,sparkling
26620,Malbec 2018,Argentina,Mendoza,Alamos,3.7,11920,8.4,2018,sparkling
26621,Rubicon 2016,South Africa,Stellenbosch,Meerlust,4.3,1193,26.9,2016,sparkling
26622,Paula Malbec 2018,Argentina,Lujan de Cuyo,Doña Paula,3.4,1194,6.73,2018,sparkling
26623,Hermitage 'La Maison Bleue' 2017,France,Hermitage,Paul Jaboulet Aîné,4.1,120,77.35,2017,sparkling
26624,Aviator Blaufränkisch 2017,Austria,Neusiedlersee,Keringer,4.0,120,11.6,2017,sparkling
26625,Syrah Reserva 2017,Chile,Central Valley,Escudo Rojo,3.4,120,12.5,2017,sparkling
26626,Poggio Valente 2014,Italy,Toscana,Fattoria le Pupille,3.8,120,26.9,2014,sparkling
26627,Primitivo 2018,Italy,Salento,Feudo Croce,3.8,120,9.95,2018,sparkling
26628,Prestige Saint-Drézéry Rouge 2018,France,Saint-Drézéry,Château Puech-Haut,4.2,120,16.85,2018,sparkling
26629,Pinotage Reserve 2018,South Africa,Durbanville,Diemersdal,4.1,120,19.25,2018,sparkling
26630,Cabernet Sauvignon - Merlot 2015,Slovenia,Podravje,Puklavec Family Wines,3.0,120,7.65,2015,sparkling
26631,Merlot - Corvina 2018,Italy,Veneto,Corte Giara,3.4,120,6.44,2018,sparkling
26632,Atrium Merlot 2018,Spain,Penedès,Torres,3.8,120,10.5,2018,sparkling
26633,Cabernet Sauvignon (The Churchyard) 2018,South Africa,Franschhoek,Franschhoek Cellar,3.6,120,8.5,2018,sparkling
26634,Rosso di Montepulciano 2016,Italy,Rosso di Montepulciano,Talosa,3.4,120,12.19,2016,sparkling
26635,La Chenade Lalande de Pomerol 2015,France,Lalande-de-Pomerol,Denis Durantou,4.0,120,28.83,2015,sparkling
26636,Appellation Syrah 2017,Argentina,Pedernal Valley,Pyros,3.8,120,13.95,2017,sparkling
26637,Sot Nebbiolo d'Alba 2015,Italy,Nebbiolo d'Alba,Pelassa,3.7,120,15.99,2015,sparkling
26638,Rosso di Montalcino 2017,Italy,Rosso di Montalcino,Villa Poggio Salvi,3.7,120,13.99,2017,sparkling
26639,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2016,France,Saint-Émilion Grand Cru,Château Beau-Sejour Becot,4.1,120,85.0,2016,sparkling
26640,Anaperenna 2017,Australia,Barossa Valley,Glaetzer,4.2,120,44.99,2017,sparkling
26641,1270 A Vuit Red 2013,Spain,Priorat,Hidalgo Albert,3.7,120,29.25,2013,sparkling
26642,La Garnacha Olvidada de Aragón 2017,Spain,Aragón,Proyecto Garnachas de España,3.7,120,13.95,2017,sparkling
26643,Dolcetto d'Alba 2017,Italy,Dolcetto d'Alba,Borgogno,3.8,120,13.95,2017,sparkling
26644,Médoc 2005,France,Médoc,Château d'Escurac,3.7,120,25.95,2005,sparkling
26645,Montepulciano d'Abruzzo 2018,Italy,Montepulciano d'Abruzzo,Nobile delle Rocche,3.6,120,4.95,2018,sparkling
26646,Les Hauts de Naudon Bordeaux Supérieur 2016,France,Bordeaux Supérieur,Château Pierrail,3.8,120,8.95,2016,sparkling
26647,Winemaker's Selection Tinto 2018,Portugal,Lisboa,Portada,3.7,1202,5.74,2018,sparkling
26648,Salmos 2016,Spain,Priorat,Torres,4.2,1203,23.49,2016,sparkling
26649,Capitel San Rocco Valpolicella Ripasso Superiore 2016,Italy,Valpolicella Ripasso,Tedeschi,3.8,1205,14.2,2016,sparkling
26650,Crianza Rioja 2016,Spain,Rioja,Ramón Bilbao,3.9,12079,8.6,2016,sparkling
26651,Saint-Estèphe (Grand Cru Classé) 2012,France,Saint-Estèphe,Château Montrose,4.2,1208,106.25,2012,sparkling
26652,Pinotage 2016,South Africa,Stellenbosch,Kanonkop,4.2,1208,39.19,2016,sparkling
26653,Sorì dei Mori Barbera d'Asti 2018,Italy,Barbera d'Asti,Vinchio - Vaglio Serra,3.1,121,8.9,2018,sparkling
26654,Margaux (Grand Cru Classé) 2016,France,Margaux,Château Marquis d'Alesme,4.1,121,53.61,2016,sparkling
26655,Pinotage 2018,South Africa,Stellenbosch,Stellenrust,3.6,121,8.72,2018,sparkling
26656,I Bastioni Chianti Classico 2017,Italy,Chianti Classico,Collazzi,3.8,121,15.42,2017,sparkling
26657,4 20 Montepulciano d'Abruzzo 2018,Italy,Montepulciano d'Abruzzo,Torri,3.8,121,8.9,2018,sparkling
26658,Pinotage 2016,South Africa,Stellenbosch,Anura,3.8,121,12.6,2016,sparkling
26659,Cabernet Sauvignon Grande Reserva 2014,Portugal,Lisboa,Casa do Lago,4.1,121,5.99,2014,sparkling
26660,Reserva 2012,Spain,Rioja,Viña Olabarri,3.7,121,13.7,2012,sparkling
26661,Special Reserve Cabernet Sauvignon 2013,Chile,Colchagua Valley,Siegel,3.7,121,12.62,2013,sparkling
26662,Tenuta Santedame Chianti Classico 2015,Italy,Chianti Classico,Ruffino,3.8,121,19.42,2015,sparkling
26663,Caladessa Tinto 2016,Portugal,Alentejo,Herdade da Calada,4.0,121,9.9,2016,sparkling
26664,Spätburgunder 2017,Germany,Ahr,Hand in Hand - Meyer-Näkel & Klumpp,3.9,121,12.5,2017,sparkling
26665,Pietra Susumaniello 2018,Italy,Salento,Menhir,3.8,121,12.9,2018,sparkling
26666,Savigny Premier Cru 'Aux Clous' 2014,France,Savigny-lès-Beaune 1er Cru 'Aux Clous',Ardhuy,3.8,121,23.59,2014,sparkling
26667,Cabernet Sauvignon - Syrah 2018,France,Pays d'Oc,Anciens Temps,3.6,121,5.7,2018,sparkling
26668,Roches d'Hillac 2015,France,Buzet,Les Vignerons de Buzet,3.4,121,6.2,2015,sparkling
26669,La Cumbre Syrah 2015,Chile,Aconcagua Valley,Errazuriz,4.3,121,63.27,2015,sparkling
26670,Argile Rouge 2017,France,Vins des Allobroges,Domaine des Ardoisieres,3.9,121,29.15,2017,sparkling
26671,Brunello di Montalcino Riserva 2010,Italy,Brunello di Montalcino,Conti Costanti,4.5,121,144.53,2010,sparkling
26672,One Red Blend 2016,South Africa,Western Cape,Capaia,3.9,121,19.05,2016,sparkling
26673,Circle of Life Red 2015,South Africa,Stellenbosch,Waterkloof,3.7,121,16.9,2015,sparkling
26674,Barolo 2013,Italy,Barolo,Ceretto,4.0,1211,48.4,2013,sparkling
26675,Grand Cru Apalta 2014,Chile,Colchagua Valley,Caballo Loco,4.4,1211,27.2,2014,sparkling
26676,Marquis de Calon Saint-Estèphe 2014,France,Saint-Estèphe,Château Calon-Ségur,3.9,1212,24.9,2014,sparkling
26677,Légende (R) Bordeaux Rouge 2016,France,Bordeaux,Barons de Rothschild (Lafite),3.5,1213,12.14,2016,sparkling
26678,Barbera d'Alba 2017,Italy,Barbera d'Alba,Fontanafredda,3.6,1213,8.59,2017,sparkling
26679,Estate Shiraz 2017,Australia,Clare Valley,Taylors / Wakefield,3.8,1215,9.5,2017,sparkling
26680,Da Vinci Chianti 2017,Italy,Chianti,Cantine Leonardo da Vinci,3.5,1218,7.5,2017,sparkling
26681,Terroir du Trias Bandol Rouge 2015,France,Bandol,Domaine de Terrebrune,4.1,122,30.9,2015,sparkling
26682,Chiaramonte Nero d'Avola 2017,Italy,Terre Siciliane,Firriato,3.7,122,8.49,2017,sparkling
26683,Pinot Noir Te Muna Road Vineyard 2017,New Zealand,Marlborough,Craggy Range,4.1,122,39.48,2017,sparkling
26684,Titolo 2016,Italy,Aglianico del Vulture,Elena Fucci,3.8,122,31.48,2016,sparkling
26685,Johanneshöhe Blaufränkisch 2012,Austria,Burgenland,Prieler,3.7,122,11.09,2012,sparkling
26686,Sorì San Lorenzo 2013,Italy,Langhe,Gaja,4.4,122,445.0,2013,sparkling
26687,Moncagua Malbec 2017,Argentina,Mendoza,Belasco de Baquedano,3.7,122,8.83,2017,sparkling
26688,Passiata 2017,Italy,Sicilia,Stemmari,3.9,122,6.68,2017,sparkling
26689,Montagne-Saint-Émilion 2015,France,Montagne-Saint-Émilion,Château Tour Calon,3.6,122,14.36,2015,sparkling
26690,Médoc 2010,France,Médoc,Château Cardus,3.7,122,14.9,2010,sparkling
26691,Sidereus 2016,Italy,Toscana,Cantine del Borgo Reale,3.8,122,26.81,2016,sparkling
26692,Haut-Médoc 2014,France,Haut-Médoc,Château Saint-Ahon,3.9,122,18.42,2014,sparkling
26693,Caudium Aglianico 2018,Italy,Campania,Masseria Frattasi,3.8,122,10.57,2018,sparkling
26694,Barthélémy 2010,France,Francs - Côtes de Bordeaux,Château le Puy,4.2,122,149.0,2010,sparkling
26695,Aenigma Red 2014,South Africa,Elgin,Neil Ellis,3.5,122,9.9,2014,sparkling
26696,Toscana Rosso 2015,Italy,Toscana,La Madonnina,4.1,122,26.0,2015,sparkling
26697,Crozes-Hermitage Domaine de Thalabert 1996,France,Crozes-Hermitage,Paul Jaboulet Aîné,3.8,122,54.25,1996,sparkling
26698,Finca Biniagual Gran Verán 2015,Spain,Binissalem-Mallorca,Biniagual,4.0,122,46.79,2015,sparkling
26699,Martin Melck Cabernet Sauvignon 2015,South Africa,Stellenbosch,Muratie,4.1,122,13.99,2015,sparkling
26700,Vitral Reserva Carmenère 2018,Chile,Rapel Valley,Viña Maipo,3.6,122,7.5,2018,sparkling
26701,Chianti Classico 2014,Italy,Chianti Classico,Cinciole,3.8,122,14.57,2014,sparkling
26702,Bordeaux Rouge 2015,France,Bordeaux,Château Vircoulon,3.2,122,8.95,2015,sparkling
26703,Terroir Series Cabernet Sauvignon 2016,Argentina,Mendoza,Kaiken,3.7,122,10.24,2016,sparkling
26704,Barbera d'Alba Maria Gioana 2015,Italy,Barbera d'Alba,Giacosa Fratelli,4.0,122,14.62,2015,sparkling
26705,Blauer Spätburgunder 2013,Germany,Baden,Ziereisen,3.4,122,11.31,2013,sparkling
26706,Châteauneuf-du-Pape (Tradition) Rouge 2010,France,Châteauneuf-du-Pape,Domaine de la Janasse,4.1,122,49.95,2010,sparkling
26707,Rosso di Montepulciano 2018,Italy,Rosso di Montepulciano,Tenuta di Gracciano della Seta,3.9,122,8.53,2018,sparkling
26708,Monti Garbi Valpolicella Ripasso Superiore 2017,Italy,Valpolicella Ripasso,Tenuta Sant'Antonio,3.9,1220,9.95,2017,sparkling
26709,Cabernet Sauvignon (Cs) 2016,United States,Columbia Valley,Substance,3.8,1221,21.8,2016,sparkling
26710,Rocca Rubia Riserva Carignano del Sulcis 2016,Italy,Carignano del Sulcis,Santadi,4.1,1222,15.08,2016,sparkling
26711,Rioja Gran Reserva 2011,Spain,Rioja,Marqués de Cáceres,4.0,1225,17.69,2011,sparkling
26712,Crianza 2014,Spain,Rioja,Rioja Vega,3.5,1226,7.99,2014,sparkling
26713,Saint-Julien (Grand Cru Classé) 2007,France,Saint-Julien,Château Léoville Barton,4.1,1227,76.0,2007,sparkling
26714,Moulis-en-Médoc 2012,France,Moulis-en-Médoc,Château Poujeaux,3.9,1227,31.19,2012,sparkling
26715,Saint-Julien (Grand Cru Classé) 2008,France,Saint-Julien,Château Léoville Barton,4.2,1228,76.95,2008,sparkling
26716,Poggio ai Ginepri Bolgheri 2017,Italy,Bolgheri,Tenuta Argentiera,3.9,1228,11.9,2017,sparkling
26717,Selección Especial (Reserva) 2015,Spain,Rioja,Muga,4.3,1229,26.32,2015,sparkling
26718,Dragone Rosso 2016,Italy,Calabria,Lento,3.8,123,13.42,2016,sparkling
26719,Lily's Garden Shiraz 2017,Australia,McLaren Vale,Two Hands,4.2,123,49.0,2017,sparkling
26720,LZ Rioja 2018,Spain,Rioja,Telmo Rodriguez,3.5,123,8.75,2018,sparkling
26721,Estate Selection Cabernet Sauvignon - Merlot 2017,Slovenia,Podravje,Puklavec Family Wines,3.6,123,8.99,2017,sparkling
26722,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2011,France,Saint-Émilion Grand Cru,Château Belair-Monange,4.2,123,109.0,2011,sparkling
26723,Garnatxa 2018,Spain,Catalunya,Segura Viudas,3.1,123,6.25,2018,sparkling
26724,Reserve Spéciale Cabernet - Merlot 2017,France,Pays d'Oc,Philibert du Charme,4.0,123,6.61,2017,sparkling
26725,Reserva Tinto 1999,Portugal,Alentejo,Marquês de Borba,4.5,123,50.2,1999,sparkling
26726,Châteauneuf-du-Pape Chaupin 2010,France,Châteauneuf-du-Pape,Domaine de la Janasse,4.4,123,98.0,2010,sparkling
26727,Margaux 2016,France,Margaux,Château Rauzan-Gassies,4.0,123,88.0,2016,sparkling
26728,Tempranillo Valencia 2018,Spain,Valencia,Radio Boca,3.4,123,5.15,2018,sparkling
26729,Pézenas 2017,France,Pézenas,Mas des Mas,3.7,123,16.79,2017,sparkling
26730,Les Vieilles Vignes Volnay 2015,France,Volnay,Vincent Girardin,3.9,123,48.1,2015,sparkling
26731,Conteisa Langhe 2011,Italy,Langhe,Gaja,4.2,123,219.0,2011,sparkling
26732,Kanai Riserva Carignano del Sulcis 2015,Italy,Carignano del Sulcis,Sardus Pater,3.8,123,16.57,2015,sparkling
26733,Paxxo 2017,Italy,Veneto,Stefano Accordini,4.1,123,19.4,2017,sparkling
26734,Petit Jaug Margaux 2012,France,Margaux,Clos du Jaugueyron,3.9,123,25.0,2012,sparkling
26735,Alentejano Reserva Tinto 2016,Portugal,Alentejano,Herdade dos Grous,4.3,123,37.9,2016,sparkling
26736,Haut-Médoc 2005,France,Haut-Médoc,Château Tour du Haut Moulin,3.7,123,27.95,2005,sparkling
26737,Odé d'Aydie Madiran 2016,France,Madiran,Château d'Aydie,3.7,123,12.9,2016,sparkling
26738,Instinct Parcellaire Côtes de Provence 2015,France,Côtes de Provence,Château des Bormettes,3.7,123,21.93,2015,sparkling
26739,Rosso di Montalcino Banditella 2016,Italy,Rosso di Montalcino,Col d'Orcia,3.8,123,18.5,2016,sparkling
26740,Eremo San Quirico 2016,Italy,Irpinia Campi Taurasini,Nativ,4.2,1232,17.45,2016,sparkling
26741,Rioja Reserva 2009,Spain,Rioja,Luis Cañas,3.9,1233,34.99,2009,sparkling
26742,De Chiripa 2017,Spain,Ribera del Duero,Valderiz,3.6,124,15.27,2017,sparkling
26743,Colección Crianza 2013,Spain,Navarra,Castillo de Enériz,4.1,124,12.3,2013,sparkling
26744,Leradici Barbera d'Asti 2018,Italy,Barbera d'Asti,Mauro Molino,4.0,124,15.47,2018,sparkling
26745,Merlot 2017,Israel,Galilee,Gamla,3.9,124,15.05,2017,sparkling
26746,Barolo Pajana 2011,Italy,Barolo,Domenico Clerico,4.2,124,63.92,2011,sparkling
26747,Al-Muvedre Tinto Monastrell 2018,Spain,Alicante,Telmo Rodriguez,3.6,124,6.95,2018,sparkling
26748,Geremia Toscana 2013,Italy,Toscana,Rocca di Montegrossi,4.1,124,29.95,2013,sparkling
26749,Margaux (Grand Cru Classé) 2017,France,Margaux,Château Giscours,3.8,124,70.19,2017,sparkling
26750,Saint-Estèphe 2016,France,Saint-Estèphe,Château Le Crock,4.0,124,38.25,2016,sparkling
26751,Monopole 'Clos des Langres' Rouge 2014,France,Côte de Nuits Villages,Ardhuy,4.2,124,35.5,2014,sparkling
26752,Barolo Brunate 2011,Italy,Barolo,Vietti,4.4,124,144.53,2011,sparkling
26753,The Long Walk Shiraz 2018,South Africa,Western Cape,Footprint,3.5,124,6.5,2018,sparkling
26754,Cabernet Sauvignon 2015,South Africa,Stellenbosch,Zevenwacht,3.8,124,13.82,2015,sparkling
26755,País 2015,Chile,Itata Valley,Viña La Causa,3.8,124,11.55,2015,sparkling
26756,Rouge 2015,France,Gard,Roc d'Anglade,3.9,124,36.46,2015,sparkling
26757,La Napoleon Beaujolais Villages 2017,France,Beaujolais-Villages,Clotaire Michal,3.8,124,35.0,2017,sparkling
